signal,zone,background,event,true_x,true_y,est_x,est_y,error_m,nearest_dist,snr_nearest,method
engine,inside,quiet,32,-49.83972310814933,-12.701461191698513,2.1652388650635026e-07,-4.574921744682697e-07,51.43272427027914,67.40975760213755,10.105056810537668,demon
engine,inside,quiet,33,-20.8821832099628,36.69939837581565,-1.0266951814697842e-07,1.2093514573301677e-09,42.224535668075504,81.49160531947334,7.75316227117866,demon
engine,inside,quiet,34,24.581024407615487,-41.55278034377281,9.754390333421207e-07,-1.4870308994070747e-07,48.27898357373513,77.13551052287741,8.448137308762576,demon
engine,inside,quiet,35,24.095591506237042,17.540022141955703,-6.258836948233585e-07,-5.659584694623926e-07,29.80352255676606,100.85082368532754,4.933869823650994,demon
engine,inside,quiet,36,-21.82757263996703,-48.45392252953899,-2.371166755048937e-06,3.2956685478637695e-07,53.14344234499299,78.72145386136494,8.192065182272529,demon
engine,inside,quiet,37,-38.48375986112875,-25.005891538144066,-1.9992127790827332e-06,6.000570027477049e-07,45.894381582083945,69.68101680945263,9.7036595711103,demon
engine,inside,quiet,38,31.662236615230512,-3.4687174092191384,-7.728325603587376e-09,4.2762834645941845e-07,31.851675488110505,87.26329269652855,6.870203442225488,demon
engine,inside,quiet,39,41.839552645905016,28.91484594482999,1.9391482108952617e-06,-8.072320040825761e-07,50.858788483786206,96.1371529588139,5.585317219544606,demon
engine,inside,quiet,40,-21.289182015599316,34.53621565805129,9.58323770543236e-07,-7.761138053483947e-07,40.57067361142371,83.68700874938311,7.412488662249089,demon
engine,inside,quiet,41,-38.327515958924295,-46.38824795459969,-3.0589149105612014e-06,-1.579235039269244e-06,60.17364578353149,62.70761262129859,10.968214032787913,demon
engine,inside,quiet,42,10.85381209133157,-15.825696512036139,-6.811999850309856e-07,-8.688207815460399e-07,19.190046750668813,98.50601399815419,5.255444382225015,demon
engine,inside,quiet,43,-17.057431333735288,18.720818613168746,-5.761705242298934e-07,3.571154278360008e-07,25.326369266543036,98.24138883525792,5.2920406892933585,demon
engine,inside,quiet,44,35.01038278229038,-17.78244946597985,3.217888844604617e-07,8.224199268761919e-07,39.267574642317804,76.2879989988006,8.586475576291,demon
engine,inside,quiet,45,-17.498617797749915,3.38510392923871,-3.325602622368168e-07,-4.511366788892379e-07,17.823034109238442,102.6749651092368,4.686960465642272,demon
engine,inside,quiet,46,15.318360208043984,-29.709420444482216,-2.7082545029018127e-07,-1.0055694981038175e-06,33.42606424869422,89.19873730113574,6.5828890041540475,demon
engine,inside,quiet,47,41.267915291187265,15.441652385201209,1.0329238821588478e-06,-3.576218260909609e-07,44.06228984809246,93.83114711132752,5.911502129903219,demon
engine,inside,quiet,48,12.51618113680982,40.41956360677682,1.8275215496002357e-06,-5.405737176578656e-07,42.31307020725441,76.08699543407614,8.619441532791818,demon
engine,inside,quiet,49,40.72650805944771,-36.44498793735107,3.2513246926720964e-06,-2.075640065410677e-06,54.65240331720447,62.98104958370617,10.91674964262456,demon
engine,inside,noisy,0,5.352896211613356,-42.20255764781885,8.14506811160454e-07,-6.4025760648451135e-06,42.54067254686635,95.91314746784539,-4.383220232420314,demon
engine,inside,noisy,1,2.65265331751754,29.118976556329983,3.8041758885576383e-06,7.246773830417182e-06,29.239543824955696,86.39181163348155,-2.9990422065021605,demon
engine,inside,noisy,2,-41.880540917967565,38.97389762304199,-6.505704384084219e-06,6.21494454326229e-06,57.2096440658997,87.21032979660932,-3.1218750664564254,demon
engine,inside,noisy,3,7.830664944772913,45.06244692703166,-8.919975430792341e-07,7.513170240992941e-06,45.737760913441036,70.84172798849696,-0.4978693206823408,demon
engine,inside,noisy,4,-35.18587822776244,49.35649993533153,-7.718527002607763e-06,1.0265905141459012e-05,60.614425312633934,74.8935780710875,-1.1835704971000354,demon
engine,inside,noisy,5,14.427286596967676,6.749419948106286,-3.0745511667502216e-06,1.3720460241699406e-07,15.928005369465016,107.14911650083418,-5.907227713299655,demon
engine,inside,noisy,6,1.5279624112085415,-47.63456269016872,2.4145272860488886e-07,-5.086511896159173e-06,47.65905733948485,98.98869412476105,-4.811146606347016,demon
engine,inside,noisy,7,43.96391915495781,14.399447285419825,5.187077763451256e-06,1.306015863875602e-06,46.26196900142634,91.34234902395939,-3.730560971924284,demon
engine,inside,noisy,8,-40.83735155007088,-47.90478297054751,-8.765279545981725e-07,-1.2257960485858485e-06,62.94884688416611,59.97376649582092,1.4920851867024965,demon
engine,inside,noisy,9,-44.921636076324866,10.939576343224068,4.160638206129037e-06,-2.553285022888178e-07,46.23449034795062,88.03310346527343,-3.2445754228361707,demon
engine,inside,noisy,10,11.401541489458523,-0.03327082185589347,6.247441555375213e-07,-1.2144167850330716e-08,11.401589408347002,105.73163910170942,-5.720681253022121,demon
engine,inside,noisy,11,-19.323417934704846,3.1742731614641357,-1.2657251322152397e-06,-3.683865329821597e-08,19.582401336415984,101.08735692472017,-5.0983046749334875,demon
engine,inside,noisy,12,1.6301820876257835,-48.058444012343436,-2.341375730253211e-07,-7.0242545914836905e-06,48.08607761234322,98.84461205782708,-4.79129062776623,demon
engine,inside,noisy,13,-21.753076967250195,-44.681465853285054,8.272758621492606e-07,4.4345334543131016e-06,49.695373835156026,79.32828260203573,-1.9049751748489925,demon
engine,inside,noisy,14,40.015475144765546,22.522316278513543,3.4806982068240945e-06,1.6175010311755383e-06,45.91832564660253,100.19672828603589,-4.976907230052326,demon
engine,inside,noisy,15,49.61151701929123,-19.78287366947121,4.987229251495342e-06,-1.294846759610026e-06,53.410337627636366,63.08220948389534,0.8977515999923469,demon
engine,inside,noisy,16,37.84858477569102,10.305426793248174,3.2124220045488114e-06,4.3784786035404906e-07,39.22648261975584,92.15368552449739,-3.8479384511455095,demon
engine,inside,noisy,17,-4.687459309639507,-27.74268887113649,1.5159017598690715e-07,4.5947795693501214e-06,28.1359079637472,99.92007182957137,-4.939058342830435,demon
engine,inside,noisy,18,23.839216528614287,40.41407489043,-1.5086943793081708e-07,-1.6766158798715697e-06,46.921272751902436,78.7509252038666,-1.8126595560479473,demon
engine,inside,noisy,19,-26.469160192462926,-32.46096650263874,-4.480953616313491e-06,-6.856299460156323e-06,41.8847240081798,77.75321557806896,-1.6520279557578519,demon
engine,inside,noisy,20,19.622191500486693,47.697316272551916,3.56806376056831e-06,5.5960929372187155e-06,51.57580542291096,70.55617872579782,-0.4485099696837196,demon
engine,inside,noisy,21,24.995510110407807,-21.54192609523511,2.6287106338542305e-06,-1.66248120788867e-06,32.99742266502126,83.28033411817245,-2.5248658835536872,demon
engine,inside,noisy,22,-8.004457585221438,-11.568236454162829,-2.5768414056136968e-06,-3.321015675021986e-06,14.067527067826235,102.92984196048319,-5.3473182171486116,demon
engine,inside,noisy,23,35.209501804704544,27.13707788722239,7.560857719192848e-07,4.137999266241586e-07,44.453683063287556,95.09165924329497,-4.267431470530219,demon
engine,inside,noisy,24,8.897543476152016,-22.504088960309677,3.243861778213617e-07,-5.637362979712835e-07,24.199179091413903,97.6774107669018,-4.629753314544601,demon
engine,inside,noisy,25,43.79885277220562,15.331522476914657,5.374630648424722e-06,1.9707071688298807e-06,46.40468246188439,92.18074414073901,-3.8518414010348536,demon
engine,inside,noisy,26,47.04766464417824,8.011703304203074,5.857140131138516e-06,2.4592144795581598e-06,47.72493633071871,84.41908762047322,-2.699767463064248,demon
engine,inside,noisy,27,32.11927583636141,31.310537939452672,2.5930170500028547e-06,1.699630061003976e-06,44.855293927315444,90.08036410071571,-3.5466208632212,demon
engine,inside,noisy,28,-16.267122316640794,46.40207229572282,-4.307986294391429e-06,6.791566878328793e-06,49.170832933350546,70.95777154602979,-0.5178879346149614,demon
engine,inside,noisy,29,-47.8058532402436,26.87109087674142,-9.728064096051421e-06,5.758449925265266e-06,54.840257925592056,99.4103823774938,-4.869154004766003,demon
engine,inside,noisy,30,46.555708576404385,-16.109179671627714,-1.5118494877200156e-05,4.720088790497247e-06,49.26399527567905,67.7421836437878,0.045706980743034364,demon
